/DisorderList/Disorder/DisorderType/Name,/DisorderList/Disorder/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceClass/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceGeographic/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name/@lang,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/Source,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy/#agg
Biological anomaly,Congenital deficiency in alpha-fetoprotein,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_18854864[PMID],0,0
Malformation syndrome,Ring chromosome 18 syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,21333764[PMID],70,70
Malformation syndrome,Ring chromosome 18 syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,"Dysplasia of head of femur, Meyer type",Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Malformation syndrome,Cleidocranial dysplasia,1-9 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],0.1,0.1
Malformation syndrome,Cleidocranial dysplasia,1-9 / 1 000 000,Europe,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 2005-2012[REG],0.4,0.4
Malformation syndrome,Cleidocranial dysplasia,1-9 / 100 000,United States,409968,409968,25958,25958,en,Validated,410293,410293,22461456[PMID]_[EXPERT],1.2,1.2
Clinical subtype,Autosomal dominant coarctation of aorta,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Etiological subtype,Autosomal thrombocytopenia with normal platelets,,,,,,,,,,,,,
Malformation syndrome,"Familial scaphocephaly syndrome, McGillivray type",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,16061565[PMID],11,11
Malformation syndrome,"Familial scaphocephaly syndrome, McGillivray type",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_16061565[PMID],0,0
Malformation syndrome,Cohen syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,[EXPERT]_20301655[PMID],200,200
Malformation syndrome,Cohen syndrome,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_20301655[PMID],0,0
Category,Rare pervasive developmental disorder,,,,,,,,,,,,,
Malformation syndrome,Cooper-Jabs syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,3572627[PMID],2,2
Malformation syndrome,Cooper-Jabs syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_3572627[PMID],0,0
Morphological anomaly,Isolated corpus callosum agenesis,1-9 / 100 000,United States,409968,409968,25958,25958,en,Validated,410293,410293,18642362[PMID],1.37,1.37
Morphological anomaly,Isolated corpus callosum agenesis,1-9 / 100 000,Hungary,409968,409968,25958,25958,en,Validated,410293,410293,ORPHANET_21555052[PMID],3.2,3.2
Disease,Generalized basaloid follicular hamartoma syndrome,,,,,,,,,,,,,
Disease,Chronic mucocutaneous candidiasis,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical subtype,Hereditary North American Indian childhood cirrhosis,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,ORPHANET,36,36
Clinical subtype,Hereditary North American Indian childhood cirrhosis,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22284826[PMID],40,40
Disease,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Hereditary cryohydrocytosis with reduced stomatin,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22492876[PMID],3,3
Disease,Hereditary cryohydrocytosis with reduced stomatin,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_22492876[PMID],0,0
Malformation syndrome,Sudden infant death-dysgenesis of the testes syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,15273283[PMID],21,21
Malformation syndrome,Sudden infant death-dysgenesis of the testes syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_15273283[PMID],0,0
Malformation syndrome,Charlie M syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_940017[PMID],0,0
Malformation syndrome,Charlie M syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,940017[PMID],4,4
Malformation syndrome,Hyperandrogenism due to cortisone reductase deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,ORPHANET,11,11
Malformation syndrome,Hyperandrogenism due to cortisone reductase deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Congenital enteropathy due to enteropeptidase deficiency,,,,,,,,,,,,,
Disease,Cholestasis-lymphedema syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,25039919[PMID],47,47
Disease,Cholestasis-lymphedema syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_25039919[PMID],0,0
Disease,Brain demyelination due to methionine adenosyltransferase deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,8770875[PMID],2,2
Disease,Brain demyelination due to methionine adenosyltransferase deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_8770875[PMID],0,0
Disease,Seborrhea-like dermatitis with psoriasiform elements,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,ORPHANET,44,44
Disease,Seborrhea-like dermatitis with psoriasiform elements,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Axial spondylometaphyseal dysplasia,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,26974433[PMID],13,13
Disease,Axial spondylometaphyseal dysplasia,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_26974433[PMID],0,0
Disease,Spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,12503112[PMID],2,2
Disease,Spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_12503112[PMID],0,0
Malformation syndrome,Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,"Spondylometaphyseal dysplasia, A4 type",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,9637426[PMID]_15517830[PMID],3,3
Disease,"Spondylometaphyseal dysplasia, A4 type",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_9637426[PMID]_15517830[PMID],0,0
Disease,"46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,21880796[PMID],9,9
Disease,"46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_21880796[PMID],0,0
Malformation syndrome,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22209139[PMID],5,5
Malformation syndrome,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_22209139[PMID],0,0
Disease,Blackfan-Diamond anemia,1-9 / 1 000 000,Europe,409968,409968,25958,25958,en,Validated,410293,410293,20824457[PMID]_[EXPERT],0.67,0.67
Disease,Blackfan-Diamond anemia,1-9 / 1 000 000,United Kingdom,409968,409968,25958,25958,en,Validated,410293,410293,8826887[PMID],0.5,0.5
Disease,Blackfan-Diamond anemia,1-9 / 1 000 000,Italy,409968,409968,25958,25958,en,Validated,410293,410293,10192448[PMID],0.65,0.65
Disease,Blackfan-Diamond anemia,1-9 / 1 000 000,United States,409968,409968,25958,25958,en,Validated,410293,410293,18671700[PMID],0.75,0.75
Disease,Blackfan-Diamond anemia,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,25037205[PMID],7,7
Disease,Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_25037205[PMID],0,0
Malformation syndrome,Caffey disease,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Malformation syndrome,Caffey disease,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,[EXPERT]_22855962[PMID],100,100
Malformation syndrome,H syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,24172204[PMID],100,100
Malformation syndrome,H syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_24172204[PMID],0,0
Malformation syndrome,Native American myopathy,<1 / 1 000 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Bloom syndrome,1-9 / 100 000,Specific population,409968,409968,25958,25958,en,Validated,410293,410293,10464606[PMID]_9758720[PMID]_10464671[PMID],2.08,2.08
Disease,Bloom syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,20301572[PMID],300,300
Disease,Bloom syndrome,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Argininemia,<1 / 1 000 000,Finland,409968,409968,25958,25958,en,Validated,410293,410293,18616627[PMID],0.04,0.04
Disease,Argininemia,1-9 / 1 000 000,United States,409968,409968,25958,25958,en,Validated,410293,410293,8794176[PMID],0.27,0.27
Disease,Argininemia,<1 / 1 000 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2016[INST],0,0
Disease,Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,2363424[PMID],5,5
Disease,Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_2363424[PMID],0,0
Malformation syndrome,Aniridia-cerebellar ataxia-intellectual disability syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,27108797[PMID],22,22
Malformation syndrome,Aniridia-cerebellar ataxia-intellectual disability syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_27108797[PMID],0,0
Disease,Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,9018411[PMID],2,2
Disease,Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_9018411[PMID],0,0
Malformation syndrome,Arrhinia-choanal atresia-microphthalmia syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,672092[PMID]_8723126[PMID],4,4
Malformation syndrome,Arrhinia-choanal atresia-microphthalmia syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_672092[PMID]_8723126[PMID],0,0
Disease,"Spondyloepimetaphyseal dysplasia, Geneviève type",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,27213289[PMID],6,6
Disease,"Spondyloepimetaphyseal dysplasia, Geneviève type",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_27213289[PMID],0,0
Malformation syndrome,Digitotalar dysmorphism,1-5 / 10 000,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,20045868[PMID]_3978933[PMID],10,10
Disease,Neurogenic arthrogryposis multiplex congenita,1-9 / 100 000,Europe,409968,409968,25965,25965,en,Not yet validated,410294,410294,23050160[PMID]_22005589[PMID],4.3,4.3
Disease,Neurogenic arthrogryposis multiplex congenita,Unknown,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Congenital neuronal ceroid lipofuscinosis,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,16670177[PMID],10,10
Disease,Congenital neuronal ceroid lipofuscinosis,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_16670177[PMID],0,0
Disease,Late infantile neuronal ceroid lipofuscinosis,1-9 / 1 000 000,Europe,409968,409968,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Late infantile neuronal ceroid lipofuscinosis,1-9 / 1 000 000,Germany,409968,409968,25958,25958,en,Validated,410293,410293,1609834[PMID]_[EXPERT],0.46,0.46
Disease,Late infantile neuronal ceroid lipofuscinosis,1-9 / 1 000 000,Italy,409968,409968,25958,25958,en,Validated,410293,410293,23374165[PMID],0.78,0.78
Disease,Late infantile neuronal ceroid lipofuscinosis,1-9 / 100 000,Finland,409968,409968,25958,25958,en,Validated,410293,410293,9151309[PMID]_[EXPERT],5,5
Disease,Late infantile neuronal ceroid lipofuscinosis,1-9 / 1 000 000,Finland,409966,409966,25958,25958,en,Validated,410293,410293,9151309[PMID]_[EXPERT],0.26,0.26
Disease,Late infantile neuronal ceroid lipofuscinosis,<1 / 1 000 000,Sweden,409968,409968,25958,25958,en,Validated,410293,410293,9151309[PMID]_[EXPERT],0,0
Disease,Late infantile neuronal ceroid lipofuscinosis,<1 / 1 000 000,Sweden,409966,409966,25958,25958,en,Validated,410293,410293,9151309[PMID]_[EXPERT],0.06,0.06
Disease,Late infantile neuronal ceroid lipofuscinosis,1-9 / 100 000,Canada,409968,409968,25958,25958,en,Validated,410293,410293,18684116[PMID],9,9
Disease,Late infantile neuronal ceroid lipofuscinosis,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Late infantile neuronal ceroid lipofuscinosis,<1 / 1 000 000,Norway,409966,409966,25958,25958,en,Validated,410293,410293,9151309[PMID],0.07,0.07
Disease,Late infantile neuronal ceroid lipofuscinosis,1-9 / 1 000 000,Iceland,409966,409966,25958,25958,en,Validated,410293,410293,9151309[PMID],0.38,0.38
Disease,"Spondylometaphyseal dysplasia, Golden type",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,Golden 1977[AUTHOR],3,3
Disease,"Spondylometaphyseal dysplasia, Golden type",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Malformation syndrome,Sheldon-Hall syndrome,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Malformation syndrome,Postaxial acrofacial dysostosis,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,ORPHANET,30,30
Malformation syndrome,Postaxial acrofacial dysostosis,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Malformation syndrome,XY type gonadal dysgenesis-associated anomalies syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,6158563[PMID],2,2
Malformation syndrome,XY type gonadal dysgenesis-associated anomalies syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_6158563[PMID],0,0
Disease,Dyskeratosis congenita,1-9 / 1 000 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],0.1,0.1
Disease,Familial dysautonomia,<1 / 1 000 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Familial dysautonomia,1-5 / 10 000,Specific population,409968,409968,25958,25958,en,Validated,410293,410293,27317387[PMID]_3652488[PMID]_4322121[PMID]_ORPHANET,18.5,18.5
Malformation syndrome,Dubowitz syndrome,1-9 / 1 000 000,Europe,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 2010[REG],0.2,0.2
Malformation syndrome,Dubowitz syndrome,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Dyggve-Melchior-Clausen disease,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,[EXPERT],100,100
Disease,Dyggve-Melchior-Clausen disease,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_[EXPERT],0,0
Category,Rare disease with dentinogenesis imperfecta,,,,,,,,,,,,,
Disease,Diencephalic syndrome,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Category,Hereditary dentin defect,,,,,,,,,,,,,
Disease,Encephalopathy due to sulfite oxidase deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,[EXPERT],100,100
Disease,Encephalopathy due to sulfite oxidase deficiency,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Category,Unclassified acute myeloid leukemia,1-9 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.49,0.49
Disease,Scleromyxedema,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,25814746[PMID],250,250
Disease,Scleromyxedema,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_25814746[PMID],0,0
Disease,Pyruvate dehydrogenase deficiency,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Pyruvate dehydrogenase deficiency,<1 / 1 000 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2015[INST],0,0
Disease,Homocystinuria due to methylene tetrahydrofolate reductase deficiency,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Isolated glycerol kinase deficiency,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical group,Multiple carboxylase deficiency,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Carbamoyl-phosphate synthetase 1 deficiency,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],0,0
Disease,Carbamoyl-phosphate synthetase 1 deficiency,1-9 / 1 000 000,Finland,409968,409968,25958,25958,en,Validated,410293,410293,18616627[PMID],0.19,0.19
Disease,Carbamoyl-phosphate synthetase 1 deficiency,1-9 / 1 000 000,Worldwide,409968,409968,25958,25958,en,Validated,410293,410293,20142522[PMID]_[EXPERT],0,0
Disease,Carbamoyl-phosphate synthetase 1 deficiency,<1 / 1 000 000,United States,409968,409968,25958,25958,en,Validated,410293,410293,23972786[PMID],0.077,0.077
Disease,Carbamoyl-phosphate synthetase 1 deficiency,1-9 / 1 000 000,Japan,409968,409968,25958,25958,en,Validated,410293,410293,2063931[PMID],0.125,0.125
Disease,Argininosuccinic aciduria,1-9 / 1 000 000,United States,409968,409968,25958,25958,en,Validated,410293,410293,23972786[PMID],0.46,0.46
Disease,Argininosuccinic aciduria,1-9 / 1 000 000,Finland,409968,409968,25958,25958,en,Validated,410293,410293,18616627[PMID],0.69,0.69
Disease,Argininosuccinic aciduria,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2019[INST]_[EXPERT],1,1
Disease,Argininosuccinic aciduria,1-9 / 100 000,Austria,409968,409968,25958,25958,en,Validated,410293,410293,20236848[PMID],1.05,1.05
